NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
NF KB SIGNALING AND ARTD FAMILY MEMBERS%WIKIPATHWAYS_20250810%WP5527%HOMO SAPIENS	26	25		
PENTOSE PHOSPHATE PATHWAY IN SENESCENT CELLS%WIKIPATHWAYS_20250810%WP5043%HOMO SAPIENS	5		Rejected!	
BURN WOUND HEALING%WIKIPATHWAYS_20250810%WP5055%HOMO SAPIENS	62	42		
IL6 SIGNALING%WIKIPATHWAYS_20250810%WP364%HOMO SAPIENS	37	33		
CELL TYPE DEPENDENT SELECTIVITY OF CCK2R SIGNALING%WIKIPATHWAYS_20250810%WP3679%HOMO SAPIENS	10		Rejected!	
OSTEOBLAST SIGNALING%WIKIPATHWAYS_20250810%WP322%HOMO SAPIENS	12		Rejected!	
COLCHICINE METABOLIC PATHWAY%WIKIPATHWAYS_20250810%WP2536%HOMO SAPIENS	1		Rejected!	
GASTRIC CANCER NETWORK 1%WIKIPATHWAYS_20250810%WP2361%HOMO SAPIENS	24	20		
GPR40 ROLE IN INSULIN SECRETION%WIKIPATHWAYS_20250810%WP3958%HOMO SAPIENS	12		Rejected!	
INTERLEUKIN 1 IL 1 STRUCTURAL PATHWAY%WIKIPATHWAYS_20250810%WP2637%HOMO SAPIENS	41	39		
RIBOFLAVIN AND COQ DISORDERS%WIKIPATHWAYS_20250810%WP5037%HOMO SAPIENS	12		Rejected!	
FTO OBESITY VARIANT MECHANISM%WIKIPATHWAYS_20250810%WP3407%HOMO SAPIENS	7		Rejected!	
STEROID HORMONE PRECURSOR BIOSYNTHESIS%WIKIPATHWAYS_20250810%WP5277%HOMO SAPIENS	8		Rejected!	
MBDNF AND PROBDNF REGULATION OF GABA NEUROTRANSMISSION%WIKIPATHWAYS_20250810%WP4829%HOMO SAPIENS	32	16		
MIRNA TARGETS IN ECM AND MEMBRANE RECEPTORS%WIKIPATHWAYS_20250810%WP2911%HOMO SAPIENS	17	16		
FACTORS AND PATHWAYS AFFECTING INSULIN LIKE GROWTH FACTOR IGF1 AKT SIGNALING%WIKIPATHWAYS_20250810%WP3850%HOMO SAPIENS	30	27		
PI3K AKT MTOR VITAMIN D3 SIGNALING%WIKIPATHWAYS_20250810%WP4141%HOMO SAPIENS	20		Rejected!	
CANONICAL AND NON CANONICAL TGF B SIGNALING%WIKIPATHWAYS_20250810%WP3874%HOMO SAPIENS	16	16		
TYROSINE KINASE INHIBITORS IN GLIOBLASTOMA%WIKIPATHWAYS_20250810%WP5494%HOMO SAPIENS	22	22		
TRANSCRIPTIONAL ACTIVATION BY NRF2 IN RESPONSE TO PHYTOCHEMICALS%WIKIPATHWAYS_20250810%WP3%HOMO SAPIENS	14		Rejected!	
EICOSANOID METABOLISM VIA CYTOCHROME P450 MONOOXYGENASES PATHWAY%WIKIPATHWAYS_20250810%WP4720%HOMO SAPIENS	9		Rejected!	
MAPK PATHWAY IN CONGENITAL THYROID CANCER%WIKIPATHWAYS_20250810%WP4928%HOMO SAPIENS	15	15		
MIRNA REGULATION OF P53 PATHWAY IN PROSTATE CANCER%WIKIPATHWAYS_20250810%WP3982%HOMO SAPIENS	21	20		
PYRIMIDINE METABOLISM%WIKIPATHWAYS_20250810%WP4022%HOMO SAPIENS	72	65		
CODEINE AND MORPHINE METABOLISM%WIKIPATHWAYS_20250810%WP1604%HOMO SAPIENS	13		Rejected!	
UREA CYCLE AND ASSOCIATED PATHWAYS%WIKIPATHWAYS_20250810%WP4595%HOMO SAPIENS	17		Rejected!	
ESTROGEN RECEPTOR PATHWAY%WIKIPATHWAYS_20250810%WP2881%HOMO SAPIENS	12		Rejected!	
RAS SIGNALING%WIKIPATHWAYS_20250810%WP4223%HOMO SAPIENS	149	104		
NICOTINE EFFECT ON CHROMAFFIN CELLS%WIKIPATHWAYS_20250810%WP1603%HOMO SAPIENS	4		Rejected!	
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20250810%WP408%HOMO SAPIENS	26	18		
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20250810%WP185%HOMO SAPIENS	79	66		
DOCOSAHEXAENOIC ACID OXYLIPIN METABOLISM%WIKIPATHWAYS_20250810%WP5154%HOMO SAPIENS	2		Rejected!	
OSTEOARTHRITIC CHONDROCYTE HYPERTROPHY%WIKIPATHWAYS_20250810%WP5373%HOMO SAPIENS	43	35		
EV RELEASE FROM CARDIAC CELLS AND THEIR FUNCTIONAL EFFECTS%WIKIPATHWAYS_20250810%WP3297%HOMO SAPIENS	6		Rejected!	
INTEGRATED CANCER PATHWAY%WIKIPATHWAYS_20250810%WP1971%HOMO SAPIENS	38	36		
DENGUE 2 INTERACTIONS WITH COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20250810%WP3896%HOMO SAPIENS	54	26		
DYRK1A INVOLVEMENT REGARDING CELL PROLIFERATION IN BRAIN DEVELOPMENT%WIKIPATHWAYS_20250810%WP5180%HOMO SAPIENS	52	48		
VITAMIN D SENSITIVE CALCIUM SIGNALING IN DEPRESSION%WIKIPATHWAYS_20250810%WP4698%HOMO SAPIENS	28	16		
TROP2 REGULATORY SIGNALING%WIKIPATHWAYS_20250810%WP5300%HOMO SAPIENS	37	36		
DISORDERS OF GALACTOSE METABOLISM %WIKIPATHWAYS_20250810%WP5173%HOMO SAPIENS	8		Rejected!	
IL9 SIGNALING%WIKIPATHWAYS_20250810%WP22%HOMO SAPIENS	16		Rejected!	
DIFFERENTIATION OF WHITE AND BROWN ADIPOCYTE%WIKIPATHWAYS_20250810%WP2895%HOMO SAPIENS	24	17		
NOTCH1 REGULATION OF ENDOTHELIAL CELL CALCIFICATION%WIKIPATHWAYS_20250810%WP3413%HOMO SAPIENS	14		Rejected!	
GDNF RET SIGNALING AXIS%WIKIPATHWAYS_20250810%WP4830%HOMO SAPIENS	30	20		
MIR 222 IN EXERCISE INDUCED CARDIAC GROWTH%WIKIPATHWAYS_20250810%WP3938%HOMO SAPIENS	4		Rejected!	
PATHWAYS INTO METHIONINE AND FOLATE CYCLES%WIKIPATHWAYS_20250810%WP5488%HOMO SAPIENS	36	23		
TRANSCRIPTION FACTOR REGULATION IN ADIPOGENESIS%WIKIPATHWAYS_20250810%WP3599%HOMO SAPIENS	19	16		
NEPHROGENESIS%WIKIPATHWAYS_20250810%WP5052%HOMO SAPIENS	17		Rejected!	
EMBRYONIC STEM CELL PLURIPOTENCY PATHWAYS%WIKIPATHWAYS_20250810%WP3931%HOMO SAPIENS	100	77		
OXIDATION BY CYTOCHROME P450%WIKIPATHWAYS_20250810%WP43%HOMO SAPIENS	54	18		
TOLL LIKE RECEPTOR SIGNALING%WIKIPATHWAYS_20250810%WP75%HOMO SAPIENS	83	55		
INSULIN SIGNALING IN ADIPOCYTES DIABETIC CONDITION %WIKIPATHWAYS_20250810%WP3635%HOMO SAPIENS	7		Rejected!	
EFFECT OF INTESTINAL MICROBIOME ON ANTICOAGULANT RESPONSE OF VITAMIN K ANTAGONISTS%WIKIPATHWAYS_20250810%WP5273%HOMO SAPIENS	8		Rejected!	
SUDDEN INFANT DEATH SYNDROME SIDS SUSCEPTIBILITY PATHWAYS%WIKIPATHWAYS_20250810%WP706%HOMO SAPIENS	131	72		
KCNQ2 RELATED EPILEPSIES%WIKIPATHWAYS_20250810%WP5360%HOMO SAPIENS	16		Rejected!	
EBOLA VIRUS INFECTION IN HOST%WIKIPATHWAYS_20250810%WP4217%HOMO SAPIENS	115	89		
MICRORNA NETWORK ASSOCIATED WITH CHRONIC LYMPHOCYTIC LEUKEMIA%WIKIPATHWAYS_20250810%WP4399%HOMO SAPIENS	3		Rejected!	
TGFB SMAD SIGNALING%WIKIPATHWAYS_20250810%WP5382%HOMO SAPIENS	10		Rejected!	
SOMATROPH AXIS GH AND ITS RELATIONSHIP TO DIETARY RESTRICTION AND AGING%WIKIPATHWAYS_20250810%WP4186%HOMO SAPIENS	5		Rejected!	
IL23 INHIBITORS IN INFLAMMATORY BOWEL DISEASE%WIKIPATHWAYS_20250810%WP5516%HOMO SAPIENS	16		Rejected!	
MULTIPLE SCLEROSIS MECHANISM AND THERAPIES%WIKIPATHWAYS_20250810%WP5540%HOMO SAPIENS	9		Rejected!	
HAIR FOLLICLE DEVELOPMENT ORGANOGENESIS STAGE 2 OF 3%WIKIPATHWAYS_20250810%WP2839%HOMO SAPIENS	27	21		
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20250810%WP45%HOMO SAPIENS	55	51		
ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20250810%WP2873%HOMO SAPIENS	42	29		
SARS COV 2 AND ACE2 RECEPTOR MOLECULAR MECHANISMS%WIKIPATHWAYS_20250810%WP4883%HOMO SAPIENS	5		Rejected!	
INFLAMMATORY BOWEL DISEASE SIGNALING%WIKIPATHWAYS_20250810%WP5198%HOMO SAPIENS	39	17		
15Q25 COPY NUMBER VARIATION%WIKIPATHWAYS_20250810%WP5408%HOMO SAPIENS	37	31		
CALORIC RESTRICTION AND AGING%WIKIPATHWAYS_20250810%WP4191%HOMO SAPIENS	6		Rejected!	
GDNF SIGNALING%WIKIPATHWAYS_20250810%WP5143%HOMO SAPIENS	0		Rejected!	
IRON METABOLISM IN PLACENTA%WIKIPATHWAYS_20250810%WP2007%HOMO SAPIENS	11		Rejected!	
CHOLESTEROL BIOSYNTHESIS PATHWAY%WIKIPATHWAYS_20250810%WP197%HOMO SAPIENS	13		Rejected!	
SPHINGOLIPID METABOLISM OVERVIEW%WIKIPATHWAYS_20250810%WP4725%HOMO SAPIENS	24	20		
MITOCHONDRIAL FISSION AND FUSION%WIKIPATHWAYS_20250810%WP4318%HOMO SAPIENS	10		Rejected!	
CHRONIC HYPERGLYCEMIA IMPAIRMENT OF NEURON FUNCTION%WIKIPATHWAYS_20250810%WP5283%HOMO SAPIENS	39	24		
2Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250810%WP5223%HOMO SAPIENS	15		Rejected!	
METHYLATION PATHWAYS%WIKIPATHWAYS_20250810%WP704%HOMO SAPIENS	5		Rejected!	
PLATELET MEDIATED INTERACTIONS WITH VASCULAR AND CIRCULATING CELLS%WIKIPATHWAYS_20250810%WP4462%HOMO SAPIENS	12		Rejected!	
TUMOR SUPPRESSOR ACTIVITY OF SMARCB1%WIKIPATHWAYS_20250810%WP4204%HOMO SAPIENS	27	25		
ONCOSTATIN M SIGNALING%WIKIPATHWAYS_20250810%WP2374%HOMO SAPIENS	50	48		
CALCIUM REGULATION IN CARDIAC CELLS%WIKIPATHWAYS_20250810%WP536%HOMO SAPIENS	123	76		
SEBALEIC ACID FORMATION AND METABOLISM%WIKIPATHWAYS_20250810%WP5315%HOMO SAPIENS	5		Rejected!	
WHITE FAT CELL DIFFERENTIATION%WIKIPATHWAYS_20250810%WP4149%HOMO SAPIENS	29	25		
FLUOROPYRIMIDINE ACTIVITY%WIKIPATHWAYS_20250810%WP1601%HOMO SAPIENS	27	23		
HEROIN METABOLISM%WIKIPATHWAYS_20250810%WP2645%HOMO SAPIENS	3		Rejected!	
PHYSICO CHEMICAL FEATURES AND TOXICITY ASSOCIATED PATHWAYS%WIKIPATHWAYS_20250810%WP3680%HOMO SAPIENS	56	50		
ISOGLOBO SERIES SPHINGOLIPIDS%WIKIPATHWAYS_20250810%WP5311%HOMO SAPIENS	1		Rejected!	
PANCREATIC ADENOCARCINOMA PATHWAY%WIKIPATHWAYS_20250810%WP4263%HOMO SAPIENS	71	65		
KYNURENINE PATHWAY AND LINKS TO CELL SENESCENCE%WIKIPATHWAYS_20250810%WP5044%HOMO SAPIENS	20		Rejected!	
APOPTOSIS%WIKIPATHWAYS_20250810%WP254%HOMO SAPIENS	75	69		
PHOTODYNAMIC THERAPY INDUCED HIF 1 SURVIVAL SIGNALING%WIKIPATHWAYS_20250810%WP3614%HOMO SAPIENS	28	22		
SLC25A46 PATHWAY%WIKIPATHWAYS_20250810%WP5521%HOMO SAPIENS	19	17		
ULCERATIVE COLITIS SIGNALING%WIKIPATHWAYS_20250810%WP5174%HOMO SAPIENS	15		Rejected!	
COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20250810%WP558%HOMO SAPIENS	53	26		
MEVALONATE PATHWAY%WIKIPATHWAYS_20250810%WP3963%HOMO SAPIENS	7		Rejected!	
DISORDERS IN KETONE BODY SYNTHESIS%WIKIPATHWAYS_20250810%WP5175%HOMO SAPIENS	4		Rejected!	
GNAQ P R183Q DRIVES CAPILLARY MALFORMATION%WIKIPATHWAYS_20250810%WP5501%HOMO SAPIENS	21	19		
OMEGA 3 OMEGA 6 FATTY ACID SYNTHESIS%WIKIPATHWAYS_20250810%WP4723%HOMO SAPIENS	12		Rejected!	
ROBO4 AND VEGF SIGNALING CROSSTALK%WIKIPATHWAYS_20250810%WP3943%HOMO SAPIENS	6		Rejected!	
INTEGRATED BREAST CANCER PATHWAY%WIKIPATHWAYS_20250810%WP1984%HOMO SAPIENS	133	123		
FGF23 SIGNALING IN HYPOPHOSPHATEMIC RICKETS AND RELATED DISORDERS%WIKIPATHWAYS_20250810%WP4790%HOMO SAPIENS	22		Rejected!	
MALATE ASPARTATE SHUTTLE%WIKIPATHWAYS_20250810%WP4315%HOMO SAPIENS	4		Rejected!	
5Q35 COPY NUMBER VARIATION%WIKIPATHWAYS_20250810%WP5380%HOMO SAPIENS	94	71		
ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20250810%WP2586%HOMO SAPIENS	39	32		
BARDET BIEDL SYNDROME%WIKIPATHWAYS_20250810%WP5234%HOMO SAPIENS	77	70		
ESTRADIOL REGULATION IN PORTO SINUSOIDAL VASCULAR DISEASE%WIKIPATHWAYS_20250810%WP5235%HOMO SAPIENS	4		Rejected!	
TRANSLATION INHIBITORS IN CHRONICALLY ACTIVATED PDGFRA CELLS%WIKIPATHWAYS_20250810%WP4566%HOMO SAPIENS	36	35		
HDAC6 INTERACTIONS IN THE CENTRAL NERVOUS SYSTEM%WIKIPATHWAYS_20250810%WP5426%HOMO SAPIENS	92	71		
GENETIC CAUSES OF PORTO SINUSOIDAL VASCULAR DISEASE%WIKIPATHWAYS_20250810%WP5269%HOMO SAPIENS	34	25		
TNF ALPHA SIGNALING%WIKIPATHWAYS_20250810%WP231%HOMO SAPIENS	76	71		
EFFECT OF PROGERIN ON GENES INVOLVED IN PROGERIA%WIKIPATHWAYS_20250810%WP4320%HOMO SAPIENS	20	16		
SMALL CELL LUNG CANCER%WIKIPATHWAYS_20250810%WP4658%HOMO SAPIENS	83	76		
AUTOPHAGY IN PANCREATIC DUCTAL ADENOCARCINOMA%WIKIPATHWAYS_20250810%WP5331%HOMO SAPIENS	15		Rejected!	
GASTRIN SIGNALING%WIKIPATHWAYS_20250810%WP4659%HOMO SAPIENS	100	90		
17Q12 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250810%WP5287%HOMO SAPIENS	89	44		
CHEMOKINE SIGNALING%WIKIPATHWAYS_20250810%WP3929%HOMO SAPIENS	142	85		
VISUAL CYCLE%WIKIPATHWAYS_20250810%WP5534%HOMO SAPIENS	15		Rejected!	
EVOLOCUMAB MECHANISM TO REDUCE LDL CHOLESTEROL%WIKIPATHWAYS_20250810%WP3408%HOMO SAPIENS	2		Rejected!	
DOPAMINE METABOLISM%WIKIPATHWAYS_20250810%WP2436%HOMO SAPIENS	8		Rejected!	
NIPBL ROLE IN DNA DAMAGE CORNELIA DE LANGE SYNDROME%WIKIPATHWAYS_20250810%WP5119%HOMO SAPIENS	8		Rejected!	
AIRWAY SMOOTH MUSCLE CELL CONTRACTION%WIKIPATHWAYS_20250810%WP4962%HOMO SAPIENS	13		Rejected!	
LINOLEIC ACID OXYLIPIN METABOLISM%WIKIPATHWAYS_20250810%WP5137%HOMO SAPIENS	3		Rejected!	
2Q11 2 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250810%WP5221%HOMO SAPIENS	29	23		
MAMMARY GLAND DEVELOPMENT EMBRYONIC DEVELOPMENT STAGE 1 OF 4%WIKIPATHWAYS_20250810%WP2813%HOMO SAPIENS	13		Rejected!	
GLP 1 SECRETION FROM INTESTINE TO PORTAL VEIN%WIKIPATHWAYS_20250810%WP5446%HOMO SAPIENS	4		Rejected!	
SMITH MAGENIS AND POTOCKI LUPSKI SYNDROME COPY NUMBER VARIATION%WIKIPATHWAYS_20250810%WP5381%HOMO SAPIENS	134	116		
GLUCURONIDATION%WIKIPATHWAYS_20250810%WP698%HOMO SAPIENS	21		Rejected!	
DNA IR DAMAGE AND CELLULAR RESPONSE VIA ATR%WIKIPATHWAYS_20250810%WP4016%HOMO SAPIENS	71	67		
INSULIN SIGNALING IN ADIPOCYTES NORMAL CONDITION %WIKIPATHWAYS_20250810%WP3634%HOMO SAPIENS	7		Rejected!	
DNAJB1 PRKACA FUSION IN FIBROLAMELLAR LIVER CANCER%WIKIPATHWAYS_20250810%WP5514%HOMO SAPIENS	9		Rejected!	
PYRIMIDINE METABOLISM AND RELATED DISEASES%WIKIPATHWAYS_20250810%WP4225%HOMO SAPIENS	16		Rejected!	
OXYTOCIN SIGNALING%WIKIPATHWAYS_20250810%WP2889%HOMO SAPIENS	1		Rejected!	
AEROBIC GLYCOLYSIS AUGMENTED%WIKIPATHWAYS_20250810%WP4628%HOMO SAPIENS	10		Rejected!	
NAD METABOLISM IN ONCOGENE INDUCED SENESCENCE AND MITOCHONDRIAL DYSFUNCTION ASSOCIATED SENESCENCE%WIKIPATHWAYS_20250810%WP5046%HOMO SAPIENS	18		Rejected!	
OMEGA 9 FATTY ACID SYNTHESIS%WIKIPATHWAYS_20250810%WP4724%HOMO SAPIENS	13		Rejected!	
TH17 CELL DIFFERENTIATION PATHWAY%WIKIPATHWAYS_20250810%WP5130%HOMO SAPIENS	60	37		
SLEEP REGULATION%WIKIPATHWAYS_20250810%WP3591%HOMO SAPIENS	34		Rejected!	
GANGLIO SERIES SPHINGOLIPID METABOLISM%WIKIPATHWAYS_20250810%WP5299%HOMO SAPIENS	12		Rejected!	
MIRNA BIOGENESIS%WIKIPATHWAYS_20250810%WP2338%HOMO SAPIENS	6		Rejected!	
CYCLIN DEPENDENT KINASE 4 6 INHIBITORS IN BREAST CANCER%WIKIPATHWAYS_20250810%WP5497%HOMO SAPIENS	31	27		
MITOCHONDRIAL COMPLEX IV ASSEMBLY%WIKIPATHWAYS_20250810%WP4922%HOMO SAPIENS	31	26		
STEROIDOGENIC PATHWAY%WIKIPATHWAYS_20250810%WP4463%HOMO SAPIENS	5		Rejected!	
FBXL10 ENHANCEMENT OF MAP ERK SIGNALING IN DIFFUSE LARGE B CELL LYMPHOMA%WIKIPATHWAYS_20250810%WP4553%HOMO SAPIENS	20	16		
MIRNAS INVOLVED IN DNA DAMAGE RESPONSE%WIKIPATHWAYS_20250810%WP1545%HOMO SAPIENS	11		Rejected!	
BMP2 WNT4 FOXO1 PATHWAY IN PRIMARY ENDOMETRIAL STROMAL CELL DIFFERENTIATION%WIKIPATHWAYS_20250810%WP3876%HOMO SAPIENS	13		Rejected!	
SYNTHESIS OF CERAMIDES AND 1 DEOXYCERAMIDES%WIKIPATHWAYS_20250810%WP5194%HOMO SAPIENS	20	16		
PRIMARY OVARIAN INSUFFICIENCY%WIKIPATHWAYS_20250810%WP5461%HOMO SAPIENS	108	79		
SELENIUM METABOLISM AND SELENOPROTEINS%WIKIPATHWAYS_20250810%WP28%HOMO SAPIENS	41	34		
CANONICAL NF KB PATHWAY%WIKIPATHWAYS_20250810%WP4562%HOMO SAPIENS	8		Rejected!	
EICOSANOID SYNTHESIS%WIKIPATHWAYS_20250810%WP167%HOMO SAPIENS	14		Rejected!	
PEROXISOMAL BETA OXIDATION OF TETRACOSANOYL COA%WIKIPATHWAYS_20250810%WP1941%HOMO SAPIENS	2		Rejected!	
ETHYLMALONIC ENCEPHALOPATHY%WIKIPATHWAYS_20250810%WP5030%HOMO SAPIENS	2		Rejected!	
KISSPEPTIN KISSPEPTIN RECEPTOR SYSTEM IN THE OVARY%WIKIPATHWAYS_20250810%WP4871%HOMO SAPIENS	31	23		
THERMOGENESIS%WIKIPATHWAYS_20250810%WP4321%HOMO SAPIENS	95	81		
GLYCOLYSIS AND GLUCONEOGENESIS%WIKIPATHWAYS_20250810%WP534%HOMO SAPIENS	36	19		
ELECTRON TRANSPORT CHAIN OXPHOS SYSTEM IN MITOCHONDRIA%WIKIPATHWAYS_20250810%WP111%HOMO SAPIENS	97	76		
HEPATITIS C AND HEPATOCELLULAR CARCINOMA%WIKIPATHWAYS_20250810%WP3646%HOMO SAPIENS	42	36		
TCA CYCLE AND DEFICIENCY OF PYRUVATE DEHYDROGENASE COMPLEX PDHC %WIKIPATHWAYS_20250810%WP2453%HOMO SAPIENS	14		Rejected!	
HEPATOCYTE GROWTH FACTOR RECEPTOR SIGNALING%WIKIPATHWAYS_20250810%WP313%HOMO SAPIENS	29	28		
GLYCINE METABOLISM INCLUDING IMDS%WIKIPATHWAYS_20250810%WP5028%HOMO SAPIENS	13		Rejected!	
COMPLEMENT SYSTEM IN NEURONAL DEVELOPMENT AND PLASTICITY%WIKIPATHWAYS_20250810%WP5090%HOMO SAPIENS	91	58		
CORTICOTROPIN RELEASING HORMONE SIGNALING%WIKIPATHWAYS_20250810%WP2355%HOMO SAPIENS	74	53		
NON SMALL CELL LUNG CANCER%WIKIPATHWAYS_20250810%WP4255%HOMO SAPIENS	62	57		
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250810%WP531%HOMO SAPIENS	18	18		
BLOOD CLOTTING CASCADE%WIKIPATHWAYS_20250810%WP272%HOMO SAPIENS	18		Rejected!	
PRE IMPLANTATION EMBRYO%WIKIPATHWAYS_20250810%WP3527%HOMO SAPIENS	55	30		
22Q11 2 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250810%WP4657%HOMO SAPIENS	98	68		
CONGENITAL GENERALIZED LIPODYSTROPHY%WIKIPATHWAYS_20250810%WP5101%HOMO SAPIENS	15		Rejected!	
FLUOROACETIC ACID TOXICITY%WIKIPATHWAYS_20250810%WP4966%HOMO SAPIENS	6		Rejected!	
HALLMARK OF CANCER SUSTAINING PROLIFERATIVE SIGNALING%WIKIPATHWAYS_20250810%WP5475%HOMO SAPIENS	86	76		
MELANOMA%WIKIPATHWAYS_20250810%WP4685%HOMO SAPIENS	54	46		
LTF DANGER SIGNAL RESPONSE PATHWAY%WIKIPATHWAYS_20250810%WP4478%HOMO SAPIENS	18		Rejected!	
RETINOBLASTOMA GENE IN CANCER%WIKIPATHWAYS_20250810%WP2446%HOMO SAPIENS	72	70		
VITAMIN B12 DISORDERS%WIKIPATHWAYS_20250810%WP4271%HOMO SAPIENS	11		Rejected!	
EXERCISE INDUCED CIRCADIAN REGULATION%WIKIPATHWAYS_20250810%WP410%HOMO SAPIENS	36	32		
DISORDERS OF NAD METABOLISM%WIKIPATHWAYS_20250810%WP5506%HOMO SAPIENS	4		Rejected!	
REGULATION OF ACTIN CYTOSKELETON%WIKIPATHWAYS_20250810%WP51%HOMO SAPIENS	122	91		
GENES RELATED TO PRIMARY CILIUM DEVELOPMENT BASED ON CRISPR %WIKIPATHWAYS_20250810%WP4536%HOMO SAPIENS	90	88		
HOST PATHOGEN INTERACTION OF HUMAN CORONAVIRUSES APOPTOSIS%WIKIPATHWAYS_20250810%WP4864%HOMO SAPIENS	18	16		
PERTURBED THYROID HORMONE HOMEOSTASIS LEADING TO DEVELOPMENTAL NEUROTOXICITY%WIKIPATHWAYS_20250810%WP5517%HOMO SAPIENS	7		Rejected!	
MAMMARY GLAND DEVELOPMENT INVOLUTION STAGE 4 OF 4%WIKIPATHWAYS_20250810%WP2815%HOMO SAPIENS	7		Rejected!	
FATTY ACID AND LIPOPROTEIN TRANSPORT IN HEPATOCYTES%WIKIPATHWAYS_20250810%WP5323%HOMO SAPIENS	30	18		
PHOSPHATIDYL INOSITOL PHOSPHATE PATHWAY%WIKIPATHWAYS_20250810%WP5411%HOMO SAPIENS	40	35		
TRIACYLGLYCERIDE SYNTHESIS%WIKIPATHWAYS_20250810%WP325%HOMO SAPIENS	19		Rejected!	
MAPK SIGNALING%WIKIPATHWAYS_20250810%WP382%HOMO SAPIENS	195	145		
ATR SIGNALING%WIKIPATHWAYS_20250810%WP3875%HOMO SAPIENS	10		Rejected!	
PROTEASOME DEGRADATION%WIKIPATHWAYS_20250810%WP183%HOMO SAPIENS	47	41		
NICOTINE EFFECT ON DOPAMINERGIC NEURONS%WIKIPATHWAYS_20250810%WP1602%HOMO SAPIENS	17		Rejected!	
FARNESOID X RECEPTOR PATHWAY%WIKIPATHWAYS_20250810%WP2879%HOMO SAPIENS	17		Rejected!	
OPIOID RECEPTOR PATHWAYS%WIKIPATHWAYS_20250810%WP5093%HOMO SAPIENS	0		Rejected!	
CANCER IMMUNOTHERAPY BY PD 1 BLOCKADE%WIKIPATHWAYS_20250810%WP4585%HOMO SAPIENS	22		Rejected!	
HEAD AND NECK SQUAMOUS CELL CARCINOMA%WIKIPATHWAYS_20250810%WP4674%HOMO SAPIENS	65	61		
ADIPOGENESIS%WIKIPATHWAYS_20250810%WP236%HOMO SAPIENS	112	84		
ACE INHIBITOR PATHWAY%WIKIPATHWAYS_20250810%WP554%HOMO SAPIENS	14		Rejected!	
LNCRNA IN CANONICAL WNT SIGNALING AND COLORECTAL CANCER%WIKIPATHWAYS_20250810%WP4258%HOMO SAPIENS	83	67		
EFFECT OF OMEGA 3 PUFA ON HUNTINGTON 39 S DISEASE PATHWAYS%WIKIPATHWAYS_20250810%WP5470%HOMO SAPIENS	104	77		
NEURAL CREST CELL MIGRATION IN CANCER%WIKIPATHWAYS_20250810%WP4565%HOMO SAPIENS	32	26		
MEVALONATE ARM OF CHOLESTEROL BIOSYNTHESIS PATHWAY%WIKIPATHWAYS_20250810%WP4190%HOMO SAPIENS	13		Rejected!	
THIAMINE METABOLIC PATHWAYS%WIKIPATHWAYS_20250810%WP4297%HOMO SAPIENS	8		Rejected!	
CHOLESTEROL SYNTHESIS DISORDERS%WIKIPATHWAYS_20250810%WP5193%HOMO SAPIENS	17	16		
TCA CYCLE AKA KREBS OR CITRIC ACID CYCLE %WIKIPATHWAYS_20250810%WP78%HOMO SAPIENS	14		Rejected!	
MEASLES VIRUS INFECTION%WIKIPATHWAYS_20250810%WP4630%HOMO SAPIENS	121	85		
GLUCOCORTICOID BIOSYNTHESIS%WIKIPATHWAYS_20250810%WP5280%HOMO SAPIENS	10		Rejected!	
CANONICAL AND NON CANONICAL NOTCH SIGNALING%WIKIPATHWAYS_20250810%WP3845%HOMO SAPIENS	21	19		
GLUCOSE METABOLISM IN TRIPLE NEGATIVE BREAST CANCER CELLS%WIKIPATHWAYS_20250810%WP5211%HOMO SAPIENS	4		Rejected!	
HEMATOPOIETIC STEM CELL DIFFERENTIATION%WIKIPATHWAYS_20250810%WP2849%HOMO SAPIENS	50	20		
AFLATOXIN B1 METABOLISM%WIKIPATHWAYS_20250810%WP699%HOMO SAPIENS	6		Rejected!	
CELLS AND MOLECULES INVOLVED IN LOCAL ACUTE INFLAMMATORY RESPONSE %WIKIPATHWAYS_20250810%WP4493%HOMO SAPIENS	13		Rejected!	
WNT BETA CATENIN SIGNALING INHIBITORS IN CURRENT AND PAST CLINICAL TRIALS%WIKIPATHWAYS_20250810%WP5442%HOMO SAPIENS	5		Rejected!	
SULFATION BIOTRANSFORMATION REACTION%WIKIPATHWAYS_20250810%WP692%HOMO SAPIENS	14		Rejected!	
FLT3 P GLN640SERFSTER8 SIGNALING%WIKIPATHWAYS_20250810%WP5431%HOMO SAPIENS	4		Rejected!	
