NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
POSITIVE REGULATION OF NUCLEAR-TRANSCRIBED MRNA POLY(A) TAIL SHORTENING%GOBP%GO:0060213	13		Rejected!	
LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0008610	501		Rejected!	
PHOTORECEPTOR CELL OUTER SEGMENT ORGANIZATION%GOBP%GO:0035845	7		Rejected!	
NEGATIVE REGULATION OF ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0002578	9		Rejected!	
GOLGI LOCALIZATION%GOBP%GO:0051645	12		Rejected!	
POSITIVE REGULATION OF KERATINOCYTE MIGRATION%GOBP%GO:0051549	10		Rejected!	
NEGATIVE REGULATION OF PROTEIN HOMODIMERIZATION ACTIVITY%GOBP%GO:0090074	1		Rejected!	
SNRNA MODIFICATION%GOBP%GO:0040031	7		Rejected!	
POSITIVE REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS INVOLVED IN CHOLESTEROL TRANSPORT%GOBP%GO:1905602	2		Rejected!	
NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002228	35	21		
D-AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:0046437	1		Rejected!	
POSITIVE REGULATION OF SHELTERIN COMPLEX ASSEMBLY%GOBP%GO:1904792	1		Rejected!	
'DE NOVO' UMP BIOSYNTHETIC PROCESS%GOBP%GO:0044205	1		Rejected!	
CELLULAR RESPONSE TO ERYTHROPOIETIN%GOBP%GO:0036018	8		Rejected!	
RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009259	236	200		
HEMOPOIESIS%GOBP%GO:0030097	400		Rejected!	
ESTABLISHMENT OF NEUROBLAST POLARITY%GOBP%GO:0045200	3		Rejected!	
DIHYDROBIOPTERIN METABOLIC PROCESS%GOBP%GO:0051066	1		Rejected!	
REGULATION OF MDA-5 SIGNALING PATHWAY%GOBP%GO:0039533	7		Rejected!	
POSITIVE REGULATION OF PEPTIDE HORMONE SECRETION%GOBP%GO:0090277	69	39		
PROTEIN-RNA COMPLEX ASSEMBLY%GOBP%GO:0022618	196	190		
MICROTUBULE ORGANIZING CENTER LOCALIZATION%GOBP%GO:0061842	21	21		
NEGATIVE REGULATION OF STRIATED MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010664	11		Rejected!	
CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0043010	149	87		
INFERIOR ENDOCARDIAL CUSHION MORPHOGENESIS%GOBP%GO:1905317	1		Rejected!	
NEGATIVE REGULATION OF CELL PROLIFERATION INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:2000137	3		Rejected!	
NEGATIVE REGULATION OF MYELOID DENDRITIC CELL ACTIVATION%GOBP%GO:0030886	1		Rejected!	
MEMBRANE DEPOLARIZATION DURING CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086012	17		Rejected!	
CELLULAR RESPONSE TO VITAMIN%GOBP%GO:0071295	10		Rejected!	
CALCIUM-INDEPENDENT CELL-MATRIX ADHESION%GOBP%GO:0007161	3		Rejected!	
PROTEIN DEMALONYLATION%GOBP%GO:0036046	1		Rejected!	
MESONEPHRIC TUBULE DEVELOPMENT%GOBP%GO:0072164	32	20		
NEGATIVE REGULATION OF POST-TRANSLATIONAL PROTEIN MODIFICATION%GOBP%GO:1901874	75	70		
FRUCTOSE CATABOLIC PROCESS%GOBP%GO:0006001	1		Rejected!	
REGULATION OF LOCOMOTION%GOBP%GO:0040012	872		Rejected!	
POSITIVE REGULATION OF HAIR CYCLE%GOBP%GO:0042635	2		Rejected!	
POSITIVE REGULATION OF LONG-CHAIN FATTY ACID IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0010747	2		Rejected!	
REGULATION OF NEUROTRANSMITTER SECRETION%GOBP%GO:0046928	54	43		
REGULATION OF RDNA HETEROCHROMATIN FORMATION%GOBP%GO:0061187	2		Rejected!	
LACTOSYLCERAMIDE METABOLIC PROCESS%GOBP%GO:0046478	2		Rejected!	
TOOTH MINERALIZATION%GOBP%GO:0034505	9		Rejected!	
OLIGOSACCHARIDE TRANSPORT%GOBP%GO:0015772	3		Rejected!	
REGULATION OF INTERLEUKIN-18-MEDIATED SIGNALING PATHWAY%GOBP%GO:2000492	4		Rejected!	
NEGATIVE REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032272	43	35		
MONOATOMIC ION HOMEOSTASIS%GOBP%GO:0050801	409		Rejected!	
TRANSCRIPTION INITIATION AT MITOCHONDRIAL PROMOTER%GOBP%GO:0006391	4		Rejected!	
TRNA-TYPE INTRON SPLICE SITE RECOGNITION AND CLEAVAGE%GOBP%GO:0000379	3		Rejected!	
MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002313	14		Rejected!	
SMOOTH MUSCLE CONTRACTION INVOLVED IN MICTURITION%GOBP%GO:0060083	1		Rejected!	
NEGATIVE REGULATION OF CILIUM ASSEMBLY%GOBP%GO:1902018	25	25		
POSITIVE REGULATION OF GLUTAMATE SECRETION%GOBP%GO:0014049	1		Rejected!	
PROTEIN FARNESYLATION%GOBP%GO:0018343	3		Rejected!	
POSITIVE REGULATION OF VIRAL PROCESS%GOBP%GO:0048524	57	48		
POSITIVE REGULATION OF EOSINOPHIL MIGRATION%GOBP%GO:2000418	2		Rejected!	
REGULATION OF SECONDARY METABOLITE BIOSYNTHETIC PROCESS%GOBP%GO:1900376	13		Rejected!	
POSITIVE REGULATION OF GLYCOLYTIC PROCESS%GOBP%GO:0045821	20	16		
REGULATION OF ALPHA-BETA T CELL PROLIFERATION%GOBP%GO:0046640	27	17		
REGULATION OF RESPIRATORY BURST INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:0060264	6		Rejected!	
2'-DEOXYRIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009265	13		Rejected!	
DADP CATABOLIC PROCESS%GOBP%GO:0046057	1		Rejected!	
EPIDERMIS DEVELOPMENT%GOBP%GO:0008544	192	93		
RESPONSE TO G1 DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0072432	1		Rejected!	
PYRIMIDINE NUCLEOBASE TRANSPORT%GOBP%GO:0015855	5		Rejected!	
LEUKOCYTE AGGREGATION%GOBP%GO:0070486	10		Rejected!	
UDP-N-ACETYLGLUCOSAMINE METABOLIC PROCESS%GOBP%GO:0006047	11		Rejected!	
FRUCTOSE 6-PHOSPHATE METABOLIC PROCESS%GOBP%GO:0006002	11		Rejected!	
SPINAL CORD INTERNEURON AXON GUIDANCE%GOBP%GO:0097377	2		Rejected!	
REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL%GOBP%GO:0051881	42	37		
ALANINE TRANSPORT%GOBP%GO:0032328	17		Rejected!	
ORGANIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0016053	229	161		
CHOLESTEROL BIOSYNTHETIC PROCESS VIA 24,25-DIHYDROLANOSTEROL%GOBP%GO:0033488	1		Rejected!	
TRACHEA MORPHOGENESIS%GOBP%GO:0060439	1		Rejected!	
PLASMA MEMBRANE REPAIR%GOBP%GO:0001778	24	22		
MITOCHONDRIAL DNA REPLICATION%GOBP%GO:0006264	10		Rejected!	
POSITIVE REGULATION OF UBIQUITIN-SPECIFIC PROTEASE ACTIVITY%GOBP%GO:2000158	1		Rejected!	
ANTERIOR/POSTERIOR AXIS SPECIFICATION, EMBRYO%GOBP%GO:0008595	17		Rejected!	
PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:0034504	150	135		
PLASMA LIPOPROTEIN PARTICLE ORGANIZATION%GOBP%GO:0071827	48	27		
SELENIUM COMPOUND METABOLIC PROCESS%GOBP%GO:0001887	1		Rejected!	
OLFACTORY BULB INTERNEURON DIFFERENTIATION%GOBP%GO:0021889	6		Rejected!	
DESMOSOME DISASSEMBLY%GOBP%GO:0035921	1		Rejected!	
SUCROSE METABOLIC PROCESS%GOBP%GO:0005985	2		Rejected!	
RESPONSE TO TYPE I INTERFERON%GOBP%GO:0034340	53	36		
RESPONSE TO PEPTIDE%GOBP%GO:1901652	531		Rejected!	
RESPONSE TO DEXAMETHASONE%GOBP%GO:0071548	4		Rejected!	
NEGATIVE REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS%GOBP%GO:0061179	3		Rejected!	
POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS%GOBP%GO:0090050	20	18		
MAINTENANCE OF PROTEIN LOCATION IN NUCLEUS%GOBP%GO:0051457	20	19		
CEREBRAL CORTEX TANGENTIAL MIGRATION USING CELL-CELL INTERACTIONS%GOBP%GO:0021823	2		Rejected!	
REGULATION OF PROTEIN K48-LINKED UBIQUITINATION%GOBP%GO:0061945	6		Rejected!	
FATTY ACID OMEGA-OXIDATION%GOBP%GO:0010430	5		Rejected!	
REGULATION OF PROTEIN LOCALIZATION TO CILIUM%GOBP%GO:1903564	9		Rejected!	
POSITIVE REGULATION OF VACUOLE ORGANIZATION%GOBP%GO:0044090	24	23		
REGULATION OF D-GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0010827	52	39		
EMBRYONIC PATTERN SPECIFICATION%GOBP%GO:0009880	46	26		
POSITIVE REGULATION OF CGMP-MEDIATED SIGNALING%GOBP%GO:0010753	2		Rejected!	
NEGATIVE REGULATION OF RRNA PROCESSING%GOBP%GO:2000233	2		Rejected!	
CD40 SIGNALING PATHWAY%GOBP%GO:0023035	9		Rejected!	
POSITIVE REGULATION OF CELL PROLIFERATION IN BONE MARROW%GOBP%GO:0071864	3		Rejected!	
INTERLEUKIN-3-MEDIATED SIGNALING PATHWAY%GOBP%GO:0038156	7		Rejected!	
NEGATIVE REGULATION OF CYTOKINE ACTIVITY%GOBP%GO:0060302	1		Rejected!	
POSITIVE REGULATION OF DENDRITIC CELL APOPTOTIC PROCESS%GOBP%GO:2000670	3		Rejected!	
RENAL SYSTEM PROCESS INVOLVED IN REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE%GOBP%GO:0003071	14		Rejected!	
REGULATION OF EPITHELIAL TUBE FORMATION%GOBP%GO:1905276	8		Rejected!	
RHYTHMIC BEHAVIOR%GOBP%GO:0007622	13		Rejected!	
NUCLEOSIDE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:1901293	244		Rejected!	
MEIOTIC DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0044778	2		Rejected!	
GLOMERULAR MESANGIAL CELL PROLIFERATION%GOBP%GO:0072110	2		Rejected!	
RESPONSE TO JASMONIC ACID%GOBP%GO:0009753	4		Rejected!	
POSITIVE REGULATION OF PENTOSE-PHOSPHATE SHUNT%GOBP%GO:1905857	3		Rejected!	
EMBRYONIC ORGAN MORPHOGENESIS%GOBP%GO:0048562	141	92		
PURINE RIBONUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:0034035	15		Rejected!	
REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685	171	119		
ZINC ION IMPORT INTO ORGANELLE%GOBP%GO:0062111	10		Rejected!	
NOTCH SIGNALING INVOLVED IN HEART DEVELOPMENT%GOBP%GO:0061314	1		Rejected!	
CARDIAC VENTRICLE FORMATION%GOBP%GO:0003211	4		Rejected!	
NEGATIVE REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070373	50	46		
SODIUM ION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098719	25		Rejected!	
UBIQUITIN-DEPENDENT GLYCOPROTEIN ERAD PATHWAY%GOBP%GO:0097466	3		Rejected!	
POSITIVE REGULATION OF EUKARYOTIC TRANSLATION INITIATION FACTOR 4F COMPLEX ASSEMBLY%GOBP%GO:1905537	1		Rejected!	
PICOLINIC ACID METABOLIC PROCESS%GOBP%GO:1905003	1		Rejected!	
REGULATION OF TRANSCRIPTION-COUPLED NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:0090262	1		Rejected!	
DORSAL AORTA MORPHOGENESIS%GOBP%GO:0035912	7		Rejected!	
NEGATIVE REGULATION OF VENTRICULAR CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:1903946	1		Rejected!	
CILIUM ASSEMBLY%GOBP%GO:0060271	312		Rejected!	
CELLULAR RESPONSE TO HORMONE STIMULUS%GOBP%GO:0032870	368		Rejected!	
CELLULAR RESPONSE TO CAMP%GOBP%GO:0071320	34	22		
REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY%GOBP%GO:0060338	37	33		
NEGATIVE REGULATION OF CHONDROCYTE PROLIFERATION%GOBP%GO:1902731	3		Rejected!	
CELLULAR RESPONSE TO ALKALINE PH%GOBP%GO:0071469	2		Rejected!	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL-CELL JUNCTION%GOBP%GO:0150107	4		Rejected!	
REGULATION OF INTESTINAL EPITHELIAL CELL DEVELOPMENT%GOBP%GO:1905298	1		Rejected!	
STEM CELL DEVELOPMENT%GOBP%GO:0048864	53	44		
TYPE IIA HYPERSENSITIVITY%GOBP%GO:0001794	8		Rejected!	
FIBRINOLYSIS%GOBP%GO:0042730	13		Rejected!	
TROPANE ALKALOID METABOLIC PROCESS%GOBP%GO:0046448	2		Rejected!	
REGULATION OF ACTIN FILAMENT-BASED PROCESS%GOBP%GO:0032970	324		Rejected!	
PYRIMIDINE DEOXYRIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009176	7		Rejected!	
REGULATION OF EXOCYST LOCALIZATION%GOBP%GO:0060178	1		Rejected!	
CELLULAR RESPONSE TO BLUE LIGHT%GOBP%GO:0071483	2		Rejected!	
BOX C/D SNO(S)RNA 3'-END PROCESSING%GOBP%GO:0000494	3		Rejected!	
BASAL DENDRITE ARBORIZATION%GOBP%GO:0150020	3		Rejected!	
PLATELET DENSE GRANULE ORGANIZATION%GOBP%GO:0060155	24	22		
RIBOSOMAL PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0006610	3		Rejected!	
NUCLEOPHAGY%GOBP%GO:0044804	23	22		
ATRIOVENTRICULAR VALVE DEVELOPMENT%GOBP%GO:0003171	25	19		
VENTRICULAR CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION%GOBP%GO:0099625	9		Rejected!	
REGULATION OF GAP JUNCTION ASSEMBLY%GOBP%GO:1903596	9		Rejected!	
NEGATIVE REGULATION OF FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS%GOBP%GO:1905450	1		Rejected!	
CALCIUM ACTIVATED PHOSPHATIDYLCHOLINE SCRAMBLING%GOBP%GO:0061590	2		Rejected!	
NEGATIVE REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032695	13		Rejected!	
CELLULAR RESPONSE TO HEPARIN%GOBP%GO:0071504	3		Rejected!	
N-ACETYLGLUCOSAMINE METABOLIC PROCESS%GOBP%GO:0006044	16		Rejected!	
PROTEIN QUALITY CONTROL FOR MISFOLDED OR INCOMPLETELY SYNTHESIZED PROTEINS%GOBP%GO:0006515	29	28		
NEGATIVE REGULATION OF LOW-DENSITY LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010989	6		Rejected!	
DEVELOPMENT OF PRIMARY SEXUAL CHARACTERISTICS%GOBP%GO:0045137	88	56		
POSITIVE REGULATION OF FIBROBLAST APOPTOTIC PROCESS%GOBP%GO:2000271	7		Rejected!	
GLYCEROL BIOSYNTHETIC PROCESS%GOBP%GO:0006114	4		Rejected!	
MHC CLASS II BIOSYNTHETIC PROCESS%GOBP%GO:0045342	1		Rejected!	
EPHRIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048013	45	36		
DGDP CATABOLIC PROCESS%GOBP%GO:0046067	1		Rejected!	
NEGATIVE REGULATION OF CARDIAC VASCULAR SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:2000723	1		Rejected!	
ATRIAL CARDIAC MUSCLE TISSUE MORPHOGENESIS%GOBP%GO:0055009	5		Rejected!	
VERY LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0000038	31	23		
FUNGIFORM PAPILLA FORMATION%GOBP%GO:0061198	2		Rejected!	
REGULATION OF INTEGRIN BIOSYNTHETIC PROCESS%GOBP%GO:0045113	4		Rejected!	
PROTEIN TRANSPORT WITHIN EXTRACELLULAR REGION%GOBP%GO:0071693	1		Rejected!	
REGULATION OF WNT SIGNALING PATHWAY, CALCIUM MODULATING PATHWAY%GOBP%GO:0008591	1		Rejected!	
NEGATIVE REGULATION OF COAGULATION%GOBP%GO:0050819	42	23		
REGULATION OF MYOFIBROBLAST DIFFERENTIATION%GOBP%GO:1904760	3		Rejected!	
REGULATION OF PHOSPHOLIPID METABOLIC PROCESS%GOBP%GO:1903725	26	20		
DETECTION OF EXTERNAL BIOTIC STIMULUS%GOBP%GO:0098581	25		Rejected!	
NEGATIVE REGULATION OF BRANCHING INVOLVED IN LUNG MORPHOGENESIS%GOBP%GO:0061048	1		Rejected!	
MACROMOLECULE DEACYLATION%GOBP%GO:0098732	19	19		
LUNG EPITHELIUM DEVELOPMENT%GOBP%GO:0060428	11		Rejected!	
POSITIVE REGULATION OF GLOMERULAR FILTRATION%GOBP%GO:0003104	3		Rejected!	
EXCITATORY SYNAPSE PRUNING%GOBP%GO:1905805	1		Rejected!	
SPINE APPARATUS ASSEMBLY%GOBP%GO:1905355	1		Rejected!	
MACROMOLECULE CATABOLIC PROCESS%GOBP%GO:0009057	956		Rejected!	
REGULATION OF SODIUM ION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1903782	3		Rejected!	
REGULATION OF MRNA 3'-END PROCESSING%GOBP%GO:0031440	9		Rejected!	
NUCLEAR POLYADENYLATION-DEPENDENT SNORNA CATABOLIC PROCESS%GOBP%GO:0071036	2		Rejected!	
DOSAGE COMPENSATION BY INACTIVATION OF X CHROMOSOME%GOBP%GO:0009048	15	15		
BEHAVIORAL RESPONSE TO NICOTINE%GOBP%GO:0035095	6		Rejected!	
NEGATIVE REGULATION OF GDF15-GFRAL SIGNALING PATHWAY%GOBP%GO:0160145	1		Rejected!	
BICELLULAR TIGHT JUNCTION ASSEMBLY%GOBP%GO:0070830	48	26		
DN3 THYMOCYTE DIFFERENTIATION%GOBP%GO:1904156	1		Rejected!	
NEGATIVE REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR PRODUCTION%GOBP%GO:1904046	1		Rejected!	
POSITIVE REGULATION OF PROTEIN POLYUBIQUITINATION%GOBP%GO:1902916	14		Rejected!	
LATERAL GENICULATE NUCLEUS DEVELOPMENT%GOBP%GO:0021771	1		Rejected!	
REGULATION OF I-KAPPAB PHOSPHORYLATION%GOBP%GO:1903719	1		Rejected!	
REGULATION OF GRANZYME B PRODUCTION%GOBP%GO:0071661	2		Rejected!	
NEGATIVE REGULATION OF MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0007026	21	20		
HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:0002244	31	21		
POSITIVE REGULATION OF OVARIAN FOLLICLE DEVELOPMENT%GOBP%GO:2000386	1		Rejected!	
PURINE-CONTAINING COMPOUND TRANSMEMBRANE TRANSPORT%GOBP%GO:0072530	29	21		
POSITIVE REGULATION OF ENDOTHELIAL CELL DEVELOPMENT%GOBP%GO:1901552	6		Rejected!	
REGULATION OF EXCITATORY SYNAPSE ASSEMBLY%GOBP%GO:1904889	7		Rejected!	
LATERAL LINE NERVE DEVELOPMENT%GOBP%GO:0048892	1		Rejected!	
REGULATION OF CALCIUM ION IMPORT%GOBP%GO:0090279	29	23		
REGULATION OF CARDIAC MUSCLE CONTRACTION%GOBP%GO:0055117	70	51		
HYPEROSMOTIC RESPONSE%GOBP%GO:0006972	14		Rejected!	
SYMBIONT-MEDIATED DISRUPTION OF HOST CELL PML BODY%GOBP%GO:0075342	3		Rejected!	
EXTRAEMBRYONIC MEMBRANE DEVELOPMENT%GOBP%GO:1903867	4		Rejected!	
REGULATION OF SALIVA SECRETION%GOBP%GO:0046877	7		Rejected!	
GANGLIOSIDE CATABOLIC PROCESS%GOBP%GO:0006689	8		Rejected!	
AXON ENSHEATHMENT IN CENTRAL NERVOUS SYSTEM%GOBP%GO:0032291	13		Rejected!	
CARDIAC ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0003348	6		Rejected!	
POSITIVE REGULATION OF SKELETAL MUSCLE HYPERTROPHY%GOBP%GO:1904206	1		Rejected!	
POSITIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046824	45	42		
REGULATION OF SHELTERIN COMPLEX ASSEMBLY%GOBP%GO:1904790	2		Rejected!	
PARTURITION%GOBP%GO:0007567	8		Rejected!	
NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA1 PRODUCTION%GOBP%GO:0032911	5		Rejected!	
ESTABLISHMENT OF BLOOD-NERVE BARRIER%GOBP%GO:0008065	1		Rejected!	
CHEMOREPULSION INVOLVED IN POSTNATAL OLFACTORY BULB INTERNEURON MIGRATION%GOBP%GO:0021836	2		Rejected!	
POSITIVE REGULATION OF PROTEIN OLIGOMERIZATION%GOBP%GO:0032461	4		Rejected!	
POSITIVE REGULATION OF DOPAMINE METABOLIC PROCESS%GOBP%GO:0045964	2		Rejected!	
NEGATIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000629	26	24		
POSITIVE REGULATION OF SMOOTH MUSCLE CELL-MATRIX ADHESION%GOBP%GO:1905609	1		Rejected!	
POSITIVE REGULATION OF RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1902884	1		Rejected!	
LATE ENDOSOMAL MICROAUTOPHAGY%GOBP%GO:0061738	1		Rejected!	
NEGATIVE REGULATION OF GENE SILENCING BY REGULATORY NCRNA%GOBP%GO:0060967	13		Rejected!	
GLYCEROL-3-PHOSPHATE METABOLIC PROCESS%GOBP%GO:0006072	7		Rejected!	
POSTERIOR LATERAL LINE NEUROMAST HAIR CELL DIFFERENTIATION%GOBP%GO:0048923	1		Rejected!	
REGULATION OF CARBOHYDRATE UTILIZATION%GOBP%GO:0043610	1		Rejected!	
POST-EMBRYONIC EYE MORPHOGENESIS%GOBP%GO:0048050	3		Rejected!	
REGULATION OF TELOMERE MAINTENANCE IN RESPONSE TO DNA DAMAGE%GOBP%GO:1904505	18	18		
POSITIVE REGULATION OF GRANULOCYTE COLONY-STIMULATING FACTOR PRODUCTION%GOBP%GO:0071657	4		Rejected!	
CHORIO-ALLANTOIC FUSION%GOBP%GO:0060710	3		Rejected!	
NICOTINATE TRANSPORT%GOBP%GO:2001142	2		Rejected!	
DENTINOGENESIS%GOBP%GO:0097187	2		Rejected!	
POSITIVE REGULATION OF ADENYLATE CYCLASE-INHIBITING DOPAMINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:1904992	1		Rejected!	
ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043542	61	48		
RESPONSE TO PROSTAGLANDIN E%GOBP%GO:0034695	14		Rejected!	
SHORT-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0046459	13		Rejected!	
MULTINUCLEAR OSTEOCLAST DIFFERENTIATION%GOBP%GO:0072674	6		Rejected!	
NEGATIVE REGULATION OF METANEPHRIC NEPHRON TUBULE EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0072308	1		Rejected!	
CATECHOLAMINE UPTAKE INVOLVED IN SYNAPTIC TRANSMISSION%GOBP%GO:0051934	3		Rejected!	
NEGATIVE REGULATION OF TRANSPORT%GOBP%GO:0051051	296		Rejected!	
REGULATION OF CELLULAR RESPONSE TO DRUG%GOBP%GO:2001038	1		Rejected!	
UREA TRANSPORT%GOBP%GO:0015840	5		Rejected!	
REGULATION OF APOPTOTIC PROCESS IN BONE MARROW CELL%GOBP%GO:0071865	2		Rejected!	
PROTEIN LOCALIZATION TO EARLY ENDOSOME%GOBP%GO:1902946	3		Rejected!	
NEGATIVE REGULATION OF APOPTOTIC DNA FRAGMENTATION%GOBP%GO:1902511	2		Rejected!	
PROTEIN NEDDYLATION%GOBP%GO:0045116	21	20		
POSITIVE REGULATION OF ADAPTIVE IMMUNE MEMORY RESPONSE%GOBP%GO:1905676	1		Rejected!	
NEGATIVE REGULATION OF KIDNEY SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:2000357	1		Rejected!	
AMIDE METABOLIC PROCESS%GOBP%GO:0043603	355		Rejected!	
PEROXISOME FISSION%GOBP%GO:0016559	10		Rejected!	
CELLULAR RESPONSE TO CORTICOTROPIN-RELEASING HORMONE STIMULUS%GOBP%GO:0071376	4		Rejected!	
NEGATIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032232	28	26		
REGULATION OF SIGNALING%GOBP%GO:0023051	2935		Rejected!	
T CELL APOPTOTIC PROCESS%GOBP%GO:0070231	8		Rejected!	
EXTRACTION OF MISLOCALIZED PROTEIN FROM MEMBRANE%GOBP%GO:0140568	2		Rejected!	
REGULATION OF REGULATORY T CELL DIFFERENTIATION%GOBP%GO:0045589	29	15		
POSITIVE REGULATION OF ER TO GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:1902953	4		Rejected!	
REGULATION OF CELL DIAMETER%GOBP%GO:0060305	1		Rejected!	
FASCICULATION OF MOTOR NEURON AXON%GOBP%GO:0097156	2		Rejected!	
DETOXIFICATION OF ARSENIC-CONTAINING SUBSTANCE%GOBP%GO:0071722	1		Rejected!	
ZEAXANTHIN CATABOLIC PROCESS%GOBP%GO:1901826	1		Rejected!	
CYTOSOL TO ERGIC PROTEIN TRANSPORT%GOBP%GO:0106273	1		Rejected!	
NEGATIVE REGULATION OF TRANSMISSION OF NERVE IMPULSE%GOBP%GO:0051970	2		Rejected!	
POSITIVE REGULATION OF VOLTAGE-GATED SODIUM CHANNEL ACTIVITY%GOBP%GO:1905152	2		Rejected!	
VERY LONG-CHAIN FATTY-ACYL-COA METABOLIC PROCESS%GOBP%GO:0036111	2		Rejected!	
SEQUESTERING OF NODAL FROM RECEPTOR VIA NODAL BINDING%GOBP%GO:0038101	1		Rejected!	
MELANOSOME LOCALIZATION%GOBP%GO:0032400	20	19		
REFLEX%GOBP%GO:0060004	7		Rejected!	
SPERMINE METABOLIC PROCESS%GOBP%GO:0008215	5		Rejected!	
CELLULAR RESPONSE TO BLEOMYCIN%GOBP%GO:1904976	2		Rejected!	
POSITIVE REGULATION OF ENDOSOME ORGANIZATION%GOBP%GO:1904980	1		Rejected!	
POSITIVE REGULATION OF LYSOSOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:1905167	5		Rejected!	
MESODERMAL CELL FATE DETERMINATION%GOBP%GO:0007500	2		Rejected!	
MYOBLAST MIGRATION%GOBP%GO:0051451	7		Rejected!	
REGULATION OF RENIN SECRETION INTO BLOOD STREAM%GOBP%GO:1900133	3		Rejected!	
REGULATION OF DOPAMINE SECRETION%GOBP%GO:0014059	12		Rejected!	
ACETYL-COA TRANSPORT%GOBP%GO:0015876	1		Rejected!	
MEMBRANE DEPOLARIZATION DURING BUNDLE OF HIS CELL ACTION POTENTIAL%GOBP%GO:0086048	3		Rejected!	
XYLITOL CATABOLIC PROCESS%GOBP%GO:0051160	1		Rejected!	
NEGATIVE REGULATION OF CELL PROLIFERATION INVOLVED IN MESONEPHROS DEVELOPMENT%GOBP%GO:2000607	1		Rejected!	
MEDIUM-CHAIN FATTY ACID TRANSPORT%GOBP%GO:0001579	2		Rejected!	
PYRAMIDAL NEURON DEVELOPMENT%GOBP%GO:0021860	5		Rejected!	
