"__mclCluster","EnrichmentMap::-log10(pvalue) (A2_enrichment)","EnrichmentMap::-log10(pvalue)*sign(NES) (A2_enrichment)","EnrichmentMap::-log10(pvalue)_max","EnrichmentMap::Colouring (A2_enrichment)","EnrichmentMap::Dataset_Chart","EnrichmentMap::ES (A2_enrichment)","EnrichmentMap::fdr_qvalue (A2_enrichment)","EnrichmentMap::fwer_qvalue (A2_enrichment)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (A2_enrichment)","EnrichmentMap::pvalue (A2_enrichment)","name","selected","shared name"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7843","0.0088","0.522","FDFT1|ACAT2|FDPS|NSDHL|MSMO1|SOAT1|CYP51A1|LSS|GGPS1|TM7SF2|LIPA|DHCR24|SC5D|EBP|MVD|HSD17B7|MVK|HMGCR|SQLE|PMVK|IDI1","Pamidronate Action Pathway","21","ENR","PAMIDRONATE ACTION PATHWAY%PATHWHIZ%PW000273","2.0048","0.0","PAMIDRONATE ACTION PATHWAY%PATHWHIZ%PW000273","false","PAMIDRONATE ACTION PATHWAY%PATHWHIZ%PW000273"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.8177","0.0099","0.605","NFE2L2|TXNRD1|EP300|CHD6|HMOX1|GSTA1|ATF4|NQO1|SRXN1|SLC7A11|BACH1|GSTA3|GCLM|GCLC|SOD3|PRDX1|MAFK|CREBBP|TXN","NFE2L2 regulating anti-oxidant detoxification enzymes","19","ENR","NFE2L2 REGULATING ANTI-OXIDANT DETOXIFICATION ENZYMES%REACTOME%R-HSA-9818027.3","1.9909","0.0","NFE2L2 REGULATING ANTI-OXIDANT DETOXIFICATION ENZYMES%REACTOME%R-HSA-9818027.3","false","NFE2L2 REGULATING ANTI-OXIDANT DETOXIFICATION ENZYMES%REACTOME%R-HSA-9818027.3"
"12","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6802","2.0E-4","0.002","FDFT1|SLC27A1|RORA|APOA5|TBL1XR1|CPT1A|TBL1X|ACSL1|ARNT2|AHR|FHL2|PPARGC1A|PEX11A|RXRB|ANKRD1|GRHL1|CYP7A1|SMARCD3|ESRRA|TRIB3|APOA1|CYP1A1|APOA2|PPARGC1B|CPT2|TNFRSF21|AGT|ACADM|ABCB4|HMGCS1|CYP4A11|PLIN2|PPARA|NCOA3|MED16|MED17|MED14|MED13|MED10|SULT2A1|MED27|MED26|MED25|NCOA2|MED20|SP1|MED8|CARM1|NR1D1|MED4|NPAS2|G0S2|MED7|FABP1|CD36|CDK8|TIAM2|CCNC|NFYA|NFYB|FADS1|CREBBP|NCOA6|ABCA1|HDAC3|NR1H2|NR1H3|FAM120B|MED12|ARNT|NR1H4|RXRA|MED15|MED1|TXNRD1|NFYC|MED6|EP300|RGL1|MED23|MED30|MED31|UGT1A9|ME1|CHD9|MTF1|TGS1|MED24|NCOA1|HELZ2|ANGPTL4|NCOR1|ALAS1|NRF1|GLIPR1|BMAL1|MED19|CLOCK|MED18|MED11|MED9|AHRR|MED29|MED28|MED13L|MED22|THRAP3|MED21|SREBF2|GPS2|CDK19|PPARG|HMGCS2|NCOR2","PPARA activates gene expression","114","ENR","PPARA ACTIVATES GENE EXPRESSION%REACTOME%R-HSA-1989781.6","2.2487","0.0","PPARA ACTIVATES GENE EXPRESSION%REACTOME%R-HSA-1989781.6","false","PPARA ACTIVATES GENE EXPRESSION%REACTOME%R-HSA-1989781.6"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7843","0.0097","0.621","FDFT1|ACAT2|FDPS|NSDHL|MSMO1|SOAT1|CYP51A1|LSS|GGPS1|TM7SF2|LIPA|DHCR24|SC5D|EBP|MVD|HSD17B7|MVK|HMGCR|SQLE|PMVK|IDI1","Zoledronate Action Pathway","21","ENR","ZOLEDRONATE ACTION PATHWAY%PATHWHIZ%PW000270","1.988","0.0","ZOLEDRONATE ACTION PATHWAY%PATHWHIZ%PW000270","false","ZOLEDRONATE ACTION PATHWAY%PATHWHIZ%PW000270"
"8","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.8616","0.0039","0.17","PPIB|UGT1A1|PDIA6|PDIA4|DNAJB11|ERP29|ABCB1|CYP3A5|CYP3A4|SDF2L1|PTGS1|HSPA5|MPO|ABCC3|TOP2A|TOP2B|PDIA2|HSP90B1|HYOU1|PTGS2","Etoposide Metabolism Pathway","20","ENR","ETOPOSIDE METABOLISM PATHWAY%PATHWHIZ%PW000577","2.0776","0.0","ETOPOSIDE METABOLISM PATHWAY%PATHWHIZ%PW000577","false","ETOPOSIDE METABOLISM PATHWAY%PATHWHIZ%PW000577"
"9","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.5195","0.0467","1.0","ESYT1|SCARB1|STARD3|SLC27A1|ABCA2|CHKA|FABP5|SLC10A6|SLC66A2|SLC22A7|ANO7|SLC22A11|PLSCR3|ABCD4|PLSCR4|GRAMD1B|SCP2|SLC22A2|SLC25A20|TMEM41B|TSPO2|RFT1|APOE|APOL2|ACE|SLCO1B1|GRAMD1C|STARD3NL|APOA1|GRAMD1A|SLCO1B3|MSR1|CPT1B|APOA2|ABCC4|PRELID3A|SERINC3|SERINC2|SERINC5|VAPB|RBP2|LYN|ATP8A2|PITPNM1|ATP11C|XKR8|VAPA|ABCA7|XKR7|ABCA12|XKR4|ABCA10|TMEM30A|FABP12|ABCA13|FABP9|FABP3|BLTP1|ATP8B3|ATP8B2|CD36|ABCB1|PIP4K2A|P2RX7|TRIAP1|TNFAIP8L3|APOA4|ATP10D|PRELID3B|ATP10B|ATP10A|PITPNC1|CAV1|GM2A|ATP9B|ATP8A1|PLSCR1|ATP9A|ATP11B|TMEM30B|ATP11A|NOS2|PSAP|STOML2|ATP8B4|SLC27A3|SLCO3A1|GOT2|NPC2|APOC3|APOC2|APOC1|NR1H4|VAT1|RBP7|NPC1L1|ABCG1|ANO6|ABCG5|CEACAM1|STRA6|SYT7|SOAT1|SGPP1|PITPNA|ABCD2|PMP2|SLC5A8|SLC27A2|ABCC3|ABCC2|RPS6KB1|NPC1|LIPC|ARL8B|ABCA3|RBP4|CES1|SCARB2|ABCG8|SLC22A1|LIPG|APOA5|SOAT2|MTTP|LCAT|RBP1|ABCG4|APOF|CPT1A|SLC27A5|TTPA|ABCA5|ACSL1|LDLRAP1|ABCA6|ABCA4|ABCA9|ABCA8|ABCC1|SPART|SLCO1A2|ABCD3|FABP7|ABCD1|SLC2A1|APOM|STARD5|APOB|SLC10A1|SLCO1B3-SLCO1B7|OSBPL2|RBP5|PNPLA8|SLC51A|FABP5P3|DRD2|GLTPD2|SLC51B|SLC10A4|PLEKHA8P1|SLC10A5|SLC22A9|CERT1|SPX|SLCO1B7|CPT2|SLCO1C1|CETP|SLC25A17|SLC27A6|CRABP2|ABCB4|SLC27A4|TPCN2|CRABP1|BDKRB2|CLN8|SLCO2B1|ARV1|PPARD|FABP6|SLC10A2|NMUR2|FABP1|FABP2|BLTP3B|CLU|PRELID1|AKR1C1|APOH|SLCO2A1|PITPNB|LYPLA1|DRD3|DRD4|VDAC2|ACSL3|NME4|PRELID2|STAR|VPS4A|ATP8B1|ABCA1|GHRL|PLA2G1B|GLTP|SLC22A24|PLEKHA8|CPTP|CLN3|PLPPR4|MFSD2A|SLC22A6|STX12|PLA2G10|PLSCR2|SLC22A8|XKR6|PLSCR5|ABCB11|AKR1C4|OSBPL8|OSBPL5|TRPC5|INHBA|TSKU|SERAC1|MFSD2B|RELCH|SPNS2|LDLR|OSBP|LBP|SPNS1|PCTP|SLC10A3|STARD4|PLTP|PPARG|FABP4|LEP|ABCC11","lipid localization","243","ENR","LIPID LOCALIZATION%GOBP%GO:0010876","1.8111","0.0","LIPID LOCALIZATION%GOBP%GO:0010876","false","LIPID LOCALIZATION%GOBP%GO:0010876"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7372","3.0E-4","0.004","MAL2|FDFT1|CTNNB1|NIBAN1|ABCA2|FDPS|GSTM2|CHKA|HEL-S-43|CYP51A1|FABP5|SCD|CD9|DHCR7|CPEB2|ATF5|AVPR1A|IDI1|ACAT2|TRIB3|ATF3|SC5D|FASN|GUSB|SQLE|NFIL3|HMGCS1|LDLR|PNRC1|HSD17B7|PDK3|TNFRSF12A|ERRFI1|GLDC|HEL-S-7|TMEM97|CLU|ANTXR2|PLAUR|CXCL16|ACTG1|TM7SF2|FADS2|FBXO6|HEL-S-4|GNAI1|STARD4|PCYT2|GPX8|SREBF2|ETHE1|PPARG|STX5A|MVD|EBP|PLSCR1|MVK|ACSS2|SEMA3B|LPL|HMGCR|ATXN2|PMVK|TP53INP1","HALLMARK_CHOLESTEROL_HOMEOSTASIS","64","ENR","HALLMARK_CHOLESTEROL_HOMEOSTASIS%MSIGDBHALLMARK%HALLMARK_CHOLESTEROL_HOMEOSTASIS","2.2373","0.0","HALLMARK_CHOLESTEROL_HOMEOSTASIS%MSIGDBHALLMARK%HALLMARK_CHOLESTEROL_HOMEOSTASIS","false","HALLMARK_CHOLESTEROL_HOMEOSTASIS%MSIGDBHALLMARK%HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.5537","0.0275","0.993","FDFT1|CYP46A1|STARD3|CYP27A1|FDPS|SPP1|INSIG1|CYP2E1|CES1|DHRS9|CYP51A1|HDLBP|RDH8|CYP3A5|APOA5|CYP3A7|DHCR7|CH25H|BDH1|SOAT2|RDH16|LCAT|HSD11B1|ACOT8|CYP3A43|DHRS4|ACLY|SLC27A5|APOF|ABCA5|LDLRAP1|FDXR|LRP2|ACOX2|CYP39A1|SCP2|AMACR|ABCD3|IDI1|CYP2R1|SULT1A1|CYP7B1|AKR1D1|APOE|HSD17B6|CYP7A1|OSBPL7|GC|APOL2|OSBPL6|AKR1B15|LIPA|DHCR24|TSPO|APOB|HSD3B7|OSBPL3|APOA1|OSBPL2|HSD3B1|CYP2C8|SRD5A2|NR1I2|OSBPL9|CYP1A1|CYP8B1|FDX1|STS|ACAA2|UGT2B17|CETP|AKR1B1|FGF23|HMGCS1|CLN8|LSS|HSD11B2|PPARD|ARV1|PLPP6|UGT2B15|ACAA1|UGT1A8|UGT2B7|CYP2A6|LHB|HSD17B4|HSD17B11|UGT1A4|UGT1A3|HSD17B7|HSD17B10|SULT2A1|PIAS4|UGT1A7|MBTPS2|CBR1|AKR1C3|CYP2U1|SRD5A1|UGT2B11|APOA4|OSBPL1A|SULT1E1|NR0B2|AKR1C1|EBP|PIP4P1|CACNA1H|CYP11B2|NSDHL|STAR|MSMO1|SCARF1|SDR9C7|ABCA1|HSD17B8|BAAT|SRD5A3|SLC22A24|IL4|FSHB|G6PD|FAXDC2|MED1|NPC1L1|UGT1A1|CYP2C9|CYP24A1|DHRS2|ABCG1|UGT2B4|CYP3A4|CYP27B1|CYP2C19|CYP2B6|PRLR|SC5D|GBA2|CYP2D6|DHRS11|CYP11B1|ABCB11|SERPINA6|AKR1C4|HSD3B2|CYP11A1|CYP21A2|OSBPL5|INSIG2|YWHAH|SCAP|SQLE|TSKU|CYP19A1|CYP1A2|SOAT1|HSD17B1|HSD17B3|SULT2B1|LGMN|CHST10|OSBP|CYP1B1|LBR|UGT2B28|SLC27A2|RDH5|CLN6|UGT2A2|UGT2A1|UGT2B10|GBA1|NPC1|ANGPTL3|CYP4V2|PRKAG2|NR5A2|CYP17A1|SHH|HSD17B2|TM7SF2|SNX17|AKR1C2|MVD|MVK|HMGCR|PMVK","steroid metabolic process","188","ENR","STEROID METABOLIC PROCESS%GOBP%GO:0008202","1.8785","0.0","STEROID METABOLIC PROCESS%GOBP%GO:0008202","false","STEROID METABOLIC PROCESS%GOBP%GO:0008202"
"5","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.5734","0.0223","0.972","BDH2|ECI2|CYP2E1|PHYH|DGKA|CYP3A5|CYP3A7|ADH5|ACOT8|CPT1A|ILVBL|HAO1|MTLN|INPP5E|ACOX2|ABCD4|SCP2|PPARGC1A|AMACR|ALOX15|GCDH|ABCD3|MTMR4|ABCD1|MTMR7|MTM1|ADH7|MTMR2|ADIPOR2|MTMR9|HAO2|DECR1|DGKG|HADH|CPT1B|ACSM1|CYP2C8|CYP1A1|PEX13|ACADVL|CYP4A22|HADHA|MBOAT4|ACAA2|PLA2G7|PEX2|CPT2|MTMR1|ACADL|SLC25A17|INPP5B|ACADM|ACADS|PLPP1|ACOXL|PIP4P2|PPARD|HADHB|PLPP6|ACOX1|ALOX5|EHHADH|ACAA1|DECR2|DGKE|ECHS1|DGKD|DGKB|ETFDH|DGKZ|HSD17B4|DGKQ|HACL1|SACM1L|DGKI|DGKH|HSD17B10|ALOX15B|PTEN|ADH4|ALOX12|CRAT|PLPPR1|PLPPR2|PLPPR3|PLPPR5|PIP4P1|PLPP3|AUH|IVD|ECHDC2|MBOAT7|MBOAT1|MBOAT2|CYP3A4|ECHDC1|MTMR8|MTMR6|INPP5K|ALOX12B|EPHX2|PORCN|FIG4|RNF213|CYP4F2|ETFB|SGPP1|PLPP2|ABCD2|CROT|SLC27A2|SAMD1|MTMR3|SGPP2|CYP4V2|ACOX3|ADIPOR1|MCAT|INPP5F|ECI1|ADIPOQ|ACAD11|ACAD10|SYNJ1|ETFA|PLPP5|PLPP4|LPCAT3","lipid modification","128","ENR","LIPID MODIFICATION%GOBP%GO:0030258","1.8997","0.0","LIPID MODIFICATION%GOBP%GO:0030258","false","LIPID MODIFICATION%GOBP%GO:0030258"
"8","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.8268","0.0062","0.335","PPIB|UGT1A10|UGT1A1|PDIA6|CES1|PDIA4|DNAJB11|ERP29|ABCB1|CYP3A5|TOP1|CYP3A4|SLCO1B1|SDF2L1|UGT1A9|BCHE|HSPA5|ABCG2|CES2|ABCC2|PDIA2|HSP90B1|ABCC1|HYOU1","Irinotecan Action Pathway","24","ENR","IRINOTECAN ACTION PATHWAY%PATHWHIZ%PW000238","2.0375","0.0","IRINOTECAN ACTION PATHWAY%PATHWHIZ%PW000238","false","IRINOTECAN ACTION PATHWAY%PATHWHIZ%PW000238"
"10","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.8183","5.0E-4","0.01","INSIG1|SREBF1|ATF4|ERLIN1|EIF2AK3|ATF6B|MANF|ATG10|MBTPS1|NFE2L2|MBTPS2|ERLIN2|XBP1|QRICH1|ARHGEF10L|DDIT3|GSK3B|WFS1|EIF2S1|SREBF2|TP53|ATF6|RPAP2|TMCO1|INSIG2|SELENOS|SCAP|CREBZF","ER-nucleus signaling pathway","28","ENR","ER-NUCLEUS SIGNALING PATHWAY%GOBP%GO:0006984","2.211","0.0","ER-NUCLEUS SIGNALING PATHWAY%GOBP%GO:0006984","false","ER-NUCLEUS SIGNALING PATHWAY%GOBP%GO:0006984"
"2","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.5067","0.0237","0.587","RPS4X|RPS15|RPL5|RPL7A|RPS17|RPS16|RPL18A|RPS18|RPLP2|RPL23|RPL35|RPL38|RPL37|RPL21|RPS7|RPS8|RPL13A|RPL9P9|RPL37A|RPL24|RPL27|RPSA|RPL36|RPL4|RPL8|RPS12|RPS11|RPS13|RPL18|RPS3|RPL14|RPS2|RPS14|RPS19|RPL34|RPL6|RPL39|RPS9|RPS10|RPS5|RPL22|RPS6|RPL30|RPL26|HARS1|RPL29|RPL28|UBA52|RPL10|RPL12|RPL36A|RPS15A|RPL13|RPL15|RPL17|RPL19|RPL41|RPL35A|RPL23A|RPS26|RPS25|RPL11|RPS28|RPS27|RPLP0|RPS29|RPS3A|RPL27A|RPS20|FAU|RPS21|RPS24|RPS23|RPL3|RACK1|RPL32|RPL31|RPLP1|RPL10A|RPL7","Protein Synthesis: Histidine","80","ENR","PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929","-1.9323","0.0","PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929","false","PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929"
"13","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.5687","0.0191","0.949","ZFP36L1|CBFA2T3|RORA|SLC8A3|MDM4|CPEB2|VEGFC|VEGFA|ARNT2|NOP53|AQP1|TBL2|USF1|BMP7|CIAO3|VEGFD|HIF1A|FMN2|PLOD2|PLOD1|CPEB1|EPAS1|LOXL2|KCNMA1|PGK1|KCND2|DDIT4|VHL|ASCL2|TWIST1|NOTCH1|ALKBH5|ACAA2|RYR1|SFRP1|DPP4|NKX3-1|NOS1|SCN2A|SIRT1|NPEPPS|TSC1|MT3|PRKAA1|CD24|PTGIS|TERT|ADO|TGFB1|SIRT2|PDK1|HMOX2|PICK1|CHRNA4|TIGAR|CHRNB2|TM9SF4|PDK3|BMP2|MTOR|HYOU1|RPTOR|MDM2|FAM162A|ADAM8|SMAD3|ADA|FABP1|CLDN3|AJUBA|BNIP3L|RGCC|MYOCD|TGFB3|CAV1|PMAIP1|AK4|CXCR4|ITPR2|HIPK2|MLST8|RYR2|EGR1|OPRD1|ANG|BAD|NGB|ARNT|ITPR1|NFE2L2|CITED2|PIN1|EP300|CHRNA7|P4HB|LMNA|GATA6|SMAD4|TP53|TH|HILPDA|AQP3|HSP90B1|NDUFA4L2|PTGS2|BNIP3|REST|ANGPTL4|STUB1|SUV39H1|CPEB4|WTIP|EGLN1|NF1|MGARP|EGLN3|SUV39H2|ANGPT4|FUNDC1|NDNF|UCP2|MMP2|UBQLN1|SRF|MYC|PINK1|VEGFB|PPARG|EGLN2|LIMD1|PGF|PML|ALAS2|LONP1|PLEKHN1|THBS1|ADAM17|NDRG1|TGFB2|HP1BP3","response to decreased oxygen levels","140","ENR","RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036293","1.9161","0.0","RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036293","false","RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036293"
"30","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7378","0.0348","0.997","IL6|SCARB1|SAA1|FGA|HEL-S-78P|CCL2|LDLR|ABCA1|PLG|CTH|ALB|NFKB1|CUBN|NFKB2|CCL5|CBS|MTR|F2|TCN1|IL1B|CRP|TCN2|HEL-S-44|HEL-S-51E|HBA2|PLAT|TNF|APOE|MAT1A|CBLIF|MTRR|INS|RELA|SAA2|APOB|INSR|MPO|F7|SAA4|IFNG|MCEE|HBB|SERPINA3","Vitamin B12 metabolism","43","ENR","VITAMIN B12 METABOLISM%WIKIPATHWAYS_20250810%WP1533%HOMO SAPIENS","1.8519","0.0","VITAMIN B12 METABOLISM%WIKIPATHWAYS_20250810%WP1533%HOMO SAPIENS","false","VITAMIN B12 METABOLISM%WIKIPATHWAYS_20250810%WP1533%HOMO SAPIENS"
"7","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7308","0.0102","0.668","ACSL3|SCARB1|PNLIPRP3|PCSK5|LIPG|DGAT1|ABCA1|SOAT2|MTTP|APOC3|LCAT|APOC2|ABCA5|APOC1|PNLIP|ZDHHC8|APOE|ABCG1|MFSD2A|APOM|APOB|PLA2G10|APOA1|APOA2|PLA2G3|PLA2G5|AGTR1|PRKACB|PLA2G7|CETP|AGT|PRKACG|SNX9|SOAT1|PLA2G2A|BIN1|ABCA7|PRKACA|LIPC|APOA4|MPO|PLTP|PNLIPRP1|FURIN|PNLIPRP2|APOH|LPL|PCSK6|LPCAT3|CIDEB","protein-lipid complex organization","50","ENR","PROTEIN-LIPID COMPLEX ORGANIZATION%GOBP%GO:0071825","1.981","0.0","PROTEIN-LIPID COMPLEX ORGANIZATION%GOBP%GO:0071825","false","PROTEIN-LIPID COMPLEX ORGANIZATION%GOBP%GO:0071825"
"19","2.853871964321762","2.853871964321762","2.853871964321762","0.9986","1","0.6308","0.036","0.999","TATDN2|PDIA5|ATP6V0D1|YIF1A|GFPT1|SHC1|TPP1|KLHDC3|HDGF|SSR1|PLA2G4B|SEC31A|MYDGF|DDX11|EDEM1|CTDSP2|CUL7|EXTL2|PPP2R5B|PREB|EXTL1|EXTL3|SULT1A3|TSPYL2|SYVN1|SRPRA|DNAJC3|SRPRB|HYOU1|FKBP14|ZBTB17|SERP1|WIPI1|PDIA6|DNAJB11|WFS1|ADD1|DNAJB9|DCTN1|GOSR2|CXXC1|KDELR3|LMNA|ARFGAP1|ACADVL|GSK3A|TLN1","XBP1(S) activates chaperone genes","47","ENR","XBP1(S) ACTIVATES CHAPERONE GENES%REACTOME%R-HSA-381038.5","1.8476","0.0014","XBP1(S) ACTIVATES CHAPERONE GENES%REACTOME%R-HSA-381038.5","false","XBP1(S) ACTIVATES CHAPERONE GENES%REACTOME%R-HSA-381038.5"
"13","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6021","0.0191","0.948","ZFP36L1|HIPK2|MLST8|RORA|SLC8A3|MDM4|CPEB2|OPRD1|VEGFA|NOP53|AQP1|TBL2|BMP7|BAD|NGB|HIF1A|FMN2|NFE2L2|CITED2|PIN1|CPEB1|EPAS1|PGK1|KCND2|P4HB|LMNA|GATA6|VHL|TWIST1|TP53|NOTCH1|ACAA2|HILPDA|AQP3|NDUFA4L2|SFRP1|PTGS2|BNIP3|NKX3-1|STUB1|SUV39H1|SCN2A|SIRT1|TSC1|NPEPPS|CPEB4|MT3|EGLN1|TERT|PTGIS|ADO|TGFB1|SIRT2|MGARP|PDK1|EGLN3|PICK1|TIGAR|PDK3|SUV39H2|MTOR|HYOU1|RPTOR|MDM2|ANGPT4|FAM162A|NDNF|ADAM8|FABP1|UBQLN1|BNIP3L|RGCC|MYC|PINK1|PPARG|EGLN2|PMAIP1|AK4|NDRG1|HP1BP3","cellular response to decreased oxygen levels","80","ENR","CELLULAR RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036294","1.9165","0.0","CELLULAR RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036294","false","CELLULAR RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036294"
,"2.3279021420642825","2.3279021420642825","2.3279021420642825","0.9953","1","0.7164","0.0456","1.0","NOS2|BCL2L1|EPO|EGLN1|IGFBP1|VEGFA|HEL-S-133P|HIF1A|HIF1AN|ANGPT2|SLC2A3|HEL-S-30|BAK1|PDHA1|BNIP3L|ANGPT1|EDN1|BAX|IGFBP2|PFKL|HEL-S-68P|PMAIP1|TGFA|BCL2A1|MCL1|BNIP3|PTGS2|BIRC5","Photodynamic therapy induced HIF 1 survival signaling","28","ENR","PHOTODYNAMIC THERAPY INDUCED HIF 1 SURVIVAL SIGNALING%WIKIPATHWAYS_20250810%WP3614%HOMO SAPIENS","1.8146","0.0047","PHOTODYNAMIC THERAPY INDUCED HIF 1 SURVIVAL SIGNALING%WIKIPATHWAYS_20250810%WP3614%HOMO SAPIENS","false","PHOTODYNAMIC THERAPY INDUCED HIF 1 SURVIVAL SIGNALING%WIKIPATHWAYS_20250810%WP3614%HOMO SAPIENS"
"2","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.4681","0.0395","0.908","RPS4X|RPS15|RPL7A|RPL5|RPS17|RPS16|RPL18A|RPS18|RPLP2|RPL23|RPL35|RPL38|RPL37|RPL21|RPS7|RPS8|RPL13A|RPL9P9|RPL37A|RPL24|RPL27|RPSA|RPL36|RPL4|RPL8|RPS27L|RPS12|RPS11|EEF1A1|RPS13|RPS27A|RPL39L|RPL18|RPS3|RPL14|RPS2|RPS14|RPS19|RPL34|RPL6|RPL39|RPS9|RPS10|RPS5|EEF2|RPL22|RPS6|RPL3L|RPL30|RPL26|RPL29|RPL28|UBA52|RPL10|RPL12|RPL36A|RPS15A|RPL13|RPL10L|RPL15|RPL36AL|RPL17|RPL19|RPL41|RPS4Y2|RPL35A|RPL23A|RPS4Y1|RPS26|RPS25|RPL22L1|RPL11|RPS28|RPL26L1|RPLP0|RPS27|RPS3A|RPS29|RPL27A|RPS20|FAU|RPS21|RPS24|RPS23|RPL3|RPL32|RPL31|RPLP1|RPL10A|RPL7","Peptide chain elongation","90","ENR","PEPTIDE CHAIN ELONGATION%REACTOME%R-HSA-156902.4","-1.8488","0.0","PEPTIDE CHAIN ELONGATION%REACTOME%R-HSA-156902.4","false","PEPTIDE CHAIN ELONGATION%REACTOME%R-HSA-156902.4"
"6","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.757","0.0041","0.198","ELOVL7|ACSL3|ACSF3|ACSBG1|PPT2|PPT1|ACSBG2|ELOVL5|ELOVL3|HACD1|DLD|TECR|ACACA|HACD2|PDHB|MLYCD|DLAT|PPCS|SLC27A2|ACLY|ACSL1|ACSL5|ELOVL6|CBR4|GCDH|ACAT1|ACSS1|PDHA2|PDHA1|FASN|PDHX|HSD17B12|ACSS2|HTD2|DIP2A|ELOVL1|ELOVL2|ACSL6|ACSL4","thioester biosynthetic process","39","ENR","THIOESTER BIOSYNTHETIC PROCESS%GOBP%GO:0035384","2.07","0.0","THIOESTER BIOSYNTHETIC PROCESS%GOBP%GO:0035384","false","THIOESTER BIOSYNTHETIC PROCESS%GOBP%GO:0035384"
"11","2.8239087409443187","2.8239087409443187","2.8239087409443187","0.9985","1","0.7519","0.0069","0.388","ERN1|TMEM33|AGR2|BFAR|PPP1R15A|DDRGK1|ABCA7|COPS5|ATF6B|PTPN1|PIK3R1|PPP1R15B|AKT1|TMBIM6|FICD|NCK2|SHISA5|BAK1|NCK1|DAB2IP|WFS1|DNAJB9|BOK|HSPA5|BAX|PIGBOS1|ATF6|RACK1|BCL2L11|UFL1|ATAD3A","regulation of endoplasmic reticulum unfolded protein response","31","ENR","REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GOBP%GO:1900101","2.0274","0.0015","REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GOBP%GO:1900101","false","REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GOBP%GO:1900101"
"29","2.8239087409443187","2.8239087409443187","2.8239087409443187","0.9985","1","0.648","0.0178","0.931","FADD|TNIK|CYLD|NRK|SMPD2|RFFL|TNFRSF1B|CASP8|SMPD1|MAP3K5|NFKB1|RIPK1|MAP3K3|TAB2|TAB1|CHUK|TNFAIP3|STAT1|MAP4K4|MAP2K7|BIRC3|NSMAF|IKBKB|MAP3K7|TNF|PRKCZ|MAP2K3|MAP4K5|RELA|MAP4K3|PRKCI|MADD|TRAF2|MAP3K1|TRAF1|TNFRSF1A|BAG4|CAV1|BIRC2|RACK1|IKBKG|SQSTM1|TRADD|ADAM17|MAP4K2|TXN","TNF receptor signaling pathway","46","ENR","TNF RECEPTOR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TNF RECEPTOR SIGNALING PATHWAY","1.9232","0.0015","TNF RECEPTOR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TNF RECEPTOR SIGNALING PATHWAY","false","TNF RECEPTOR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TNF RECEPTOR SIGNALING PATHWAY"
